Departement;Commune;Habitants;Agglo;Maire;Qui gere EP;Statut;Prestataire EP;Contact;Notes
"Yvelines (78)";"Guernes";1075;"CU Grand Paris Seine et Oise";"Jean-François MESSIN";"";"done";"GPSEO";"";""
"Seine-et-Marne (77)";"Ussy-sur-Marne";1074;"CC des Deux Morin";"Sylvie LUCAS";"";"callback";"";"";"14h30"
"Seine-et-Marne (77)";"Fontenailles";1070;"CC Brie des Rivières et Châteaux";"Ghislaine HARSCOËT";"syndicat";"done";"EIFFAGE";"";"SDESM"
"Seine-et-Marne (77)";"Luzancy";1070;"CC Val Briard";"Joelle CANINI";"commune";"done";"STELEC";"";"CM 4 ans qui vient de renouvelé "
"Seine-et-Marne (77)";"Châtenay-sur-Seine";1054;"CC Bassée-Montois";"Stéphanie BANOS";"";"inprogress";"";"";""
"Yvelines (78)";"Maulette";1049;"CC du Pays Houdanais";"Stéphane GORNÈS";"";"refused";"";"";""
"Seine-et-Marne (77)";"Chevru";1047;"CC des Deux Morin";"Michaël GEHANNIN";"";"inprogress";"";"";"SDESM"
"Essonne (91)";"Avrainville";1045;"CA Cur d'Essonne";"Philippe LE FOL";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Seugy";1044;"CC Carnelle Pays-de-France";"Véronique MAGNIER";"";"todo";"";"";""
"Essonne (91)";"Chalo-Saint-Mars";1042;"CA Étampois Sud-Essonne";"Christine BOURREAU";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Valence-en-Brie";1040;"CC Brie des Rivières et Châteaux";"Pierre RACINE";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Chambry";1038;"CA du Pays de Meaux";"Dominique DELAHAYE";"";"inprogress";"";"";""
"Essonne (91)";"Oncy-sur-École";1031;"CC des Deux Vallées";"Bruno DELECOUR";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Le Mesnil-Amelot";1016;"CC des Deux Morin";"Alain AUBRY";"";"inprogress";"";"";"rappeler vers :14h-14h30"
"Seine-et-Marne (77)";"Chauffry";1014;"CC des Deux Morin";"Patrick LEJONC";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Grandpuits-Bailly-Carrois";1014;"CC Pays de Montereau";"Jean-Jacques BRICHET";"syndicat";"done";"Eiffage Energie";"";"SDESM"
"Seine-et-Marne (77)";"Saint-Denis-lès-Rebais";1012;"CA Coulommiers Pays de Brie";"Corinne PROFIT";"";"callback";"";"";""
"Yvelines (78)";"Raizeux";1011;"CA Rambouillet Territoires";"Laurence JOYEUX";"";"done";"PF LIGHTING";"";""
"Seine-et-Marne (77)";"Rouvres";1005;"CC du Provinois";"Eric JOURNAUX";"syndicat";"done";"BIR";"";"SDESM"
"Seine-et-Marne (77)";"Fontaine-le-Port";1003;"CC Bassée-Montois";"Nicolas CEDILLE";"";"inprogress";"";"";"9h"
"Yvelines (78)";"Dampierre-en-Yvelines";1000;"CA Rambouillet Territoires";"Claire-Elise CAUZOT";"";"refused";"";"";""
"Yvelines (78)";"Tessancourt-sur-Aubette";998;"CU Grand Paris Seine et Oise";"Paulette FAVROU";"";"done";"GPSEO";"";""
"Yvelines (78)";"Orcemont";995;"CA Rambouillet Territoires";"Nathalie TATIN";"";"callback";"";"";"rappeler à 17h"
"Seine-et-Marne (77)";"Arbonne-la-Forêt";992;"CA du Pays de Fontainebleau";"Anthony VAUTIER";"syndicat";"done";"SPIE";"";"CM par le biais : SDESM"
"Yvelines (78)";"Auteuil";991;"CC Cur d'Yvelines";"Patrick JONIEC";"";"done";"SEIP";"";""
"Seine-et-Marne (77)";"Saint-Rémy-de-la-Vanne";981;"CA Coulommiers Pays de Brie";"Angéline DHORBAIT";"syndicat";"done";"Bouygues";"";"CM renouvelé tous les ans avec le SDESM"
"Yvelines (78)";"Saint-Hilarion";977;"CA Rambouillet Territoires";"Antoine GIACOMOTTO";"";"done";"ELEC3D";"";""
"Essonne (91)";"Vayres-sur-Essonne";969;"CC des Deux Vallées";"Jocelyne BOITON";"";"inprogress";"";"";""
"Yvelines (78)";"Saulx-Marchais";965;"CC Cur d'Yvelines";"Raymond QUINTOIS";"";"done";"";"";""
"Val-d'Oise (95)";"Saint-Clair-sur-Epte";964;"CC du Vexin-Val de Seine";"Christophe DEPONT";"";"todo";"";"";""
"Seine-et-Marne (77)";"Bernay-Vilbert";961;"CC Val Briard";"Sandrine RENÉ";"commune";"done";"Total energie";"";"CM gerer par syndicat de 5 ans: SDESM"
"Seine-et-Marne (77)";"Maisoncelles-en-Brie";958;"CA Coulommiers Pays de Brie";"Cédric THOMAS";"syndicat";"done";"BIR";"";"ils addèrent par le SDESM "
"Seine-et-Marne (77)";"Yèbles";958;"CC Brie des Rivières et Châteaux";"Marième TAMATA-VARIN-WATT";"";"inprogress";"";"";"17h"
"Yvelines (78)";"Le Tremblay-sur-Mauldre";957;"CC Cur d'Yvelines";"Françoise CHANCEL";"";"callback";"";"";"Lundi à 10h"
"Seine-et-Marne (77)";"Fresnes-sur-Marne";956;"CC Brie des Rivières et Châteaux";"Jean LEFORT";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Bray-et-Lû";954;"CC du Vexin-Val de Seine";"Corine BEAUFILS";"";"todo";"";"";""
"Essonne (91)";"Saint-Cyr-sous-Dourdan";952;"CC du Dourdannais en Hurepoix";"Jean-Pierre MOULIN";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Pamfou";950;"CC Brie des Rivières et Châteaux";"Pierre-François PRIOUX";"syndicat";"done";"Eiffage";"";"CM par le SDESM"
"Yvelines (78)";"Fontenay-Saint-Père";948;"CU Grand Paris Seine et Oise";"Thierry JOREL";"";"done";"Pas de contrat (prefere gerer seul)";"";""
"Seine-et-Marne (77)";"Aubepierre-Ozouer-le-Repos";946;"CC Brie des Rivières et Châteaux";"Brigitte JACQUEMOT";"";"inprogress";"";"";""
"Yvelines (78)";"Orvilliers";946;"CC du Pays Houdanais";"Marie FLIS";"";"done";"GPSEO";"";""
"Seine-et-Marne (77)";"Bombon";944;"CC Brie des Rivières et Châteaux";"Christine DELENIN";"syndicat";"done";"Eiffage Energie";"";"CM par le SDESM"
"Seine-et-Marne (77)";"Citry";941;"CC des Deux Morin";"Laurette DECAMPENAIRE";"";"inprogress";"";"";""
"Yvelines (78)";"Hermeray";941;"CA Rambouillet Territoires";"Evelyne MARCHAL";"";"inprogress";"";"";"J'ATTEND LA REPONSE"
"Essonne (91)";"Ormoy-la-Rivière";940;"CA Étampois Sud-Essonne";"Michaël MERIGOT";"";"inprogress";"";"";""
"Yvelines (78)";"Arnouville-lès-Mantes";940;"CU Grand Paris Seine et Oise";"Véronique ROYER-LUCOTTE";"";"done";"GPSEO";"";""
"Yvelines (78)";"Moisson";936;"CU Grand Paris Seine et Oise";"Cécile DEBON";"";"done";"GPSEO";"";""
"Seine-et-Marne (77)";"Beton-Bazoches";935;"CC du Provinois";"Anicet VESAIGNE";"";"callback";"";"";"Rappeler demain : 9h"
"Yvelines (78)";"Saint-Martin-la-Garenne";929;"CU Grand Paris Seine et Oise";"Stephan CHAMPAGNE";"";"done";"GPSEO";"";""
"Val-d'Oise (95)";"Le Mesnil-Aubry";914;"CA Roissy Pays de France";"Martine BIDEL";"";"todo";"";"";""
"Yvelines (78)";"Sainte-Mesme";913;"CA Rambouillet Territoires";"Isabelle COPETTI";"";"done";"PRUNEVIEILLE";"";""
"Yvelines (78)";"Neauphle-le-Vieux";911;"CC Cur d'Yvelines";"Denise PLANCHON";"";"done";"INEO";"";""
"Seine-et-Marne (77)";"Saint-Siméon";908;"CA Coulommiers Pays de Brie";"Benoît AUTEREAU";"";"inprogress";"";"";"SDESM"
"Val-d'Oise (95)";"Ronquerolles";907;"CC Sausseron Impressionnistes";"Patrick PRÉMEL";"";"todo";"";"";""
"Seine-et-Marne (77)";"Darvault";907;"CA du Pays de Fontainebleau";"Fabrice JEULIN";"";"inprogress";"";"";""
"Essonne (91)";"Saint-Yon";905;"CC Entre Juine et Renarde";"Alexandre TOUZET";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"May-en-Multien";904;"CA Roissy Pays de France";"Alain FORESTIER";"syndicat";"done";"Fournisseur : Total Energie ; BIR intervient armoire";"";"CM avec le SDESM"
"Val-d'Oise (95)";"Nointel";903;"CC Carnelle Pays-de-France";"Martine LEGRAND";"";"todo";"";"";""
"Seine-et-Marne (77)";"Thieux";902;"CC Plaines et Monts de France";"Fabrice CUYPERS";"commune";"done";"BIR";"";"CM PAR LE SDESM"
"Essonne (91)";"Guibeville";900;"CA Cur d'Essonne";"Thierry RATONI";"";"callback";"";"";"Coeur d'Essonne Agglomération"
"Yvelines (78)";"Poigny-la-Forêt";900;"CA Rambouillet Territoires";"Thierry CONVERT";"";"refused";"";"";""
"Seine-et-Marne (77)";"La Chapelle-Rablais";899;"CC Brie des Rivières et Châteaux";"Patrick CHRUSCIELSKI";"";"inprogress";"";"MAIL";"13h30"
"Yvelines (78)";"Grosrouvre";895;"CC Cur d'Yvelines";"Isabelle RAMAIN";"";"todo";"";"";""
"Val-d'Oise (95)";"Boisemont";892;"CA de Cergy-Pontoise";"Stéphanie CHORIN";"agglo";"inprogress";"CITEOS, ENTRA ET SPIR CITY NETWORK";"";""
"Yvelines (78)";"Émancé";891;"CA Rambouillet Territoires";"Mathilde DES NOËS";"";"done";"QUECKENBORN";"";""
"Seine-et-Marne (77)";"Bazoches-lès-Bray";889;"CC Bassée-Montois";"Eric CHARLE";"";"inprogress";"";"MAIL";"13h30"
"Yvelines (78)";"Blaru";889;"CU Grand Paris Seine et Oise";"Joëlle ROLLIN";"";"done";"GPSEO";"";""
"Seine-et-Marne (77)";"Esmans";888;"CA Marne et Gondoire";"Jean-Jacques BERNARD";"syndicat";"done";"";"";"CM gerer par le SDESM"
"Seine-et-Marne (77)";"Vaudoy-en-Brie";887;"CC Brie Nangissienne";"Béatrice L'ECUYER";"syndicat";"done";"EIffage";"";"CM par le SDESM"
"Yvelines (78)";"Rochefort-en-Yvelines";883;"CA Rambouillet Territoires";"Stéphanie CAILLARD";"";"done";"QUECKENBORN";"";""
"Yvelines (78)";"Orphin";880;"CA Rambouillet Territoires";"Jacques LENTZ";"";"done";"QUECKENBORN";"";""
"Val-d'Oise (95)";"Saint-Gervais";878;"CC du Vexin-Val de Seine";"Lionel DE BECKER";"";"todo";"";"";""
"Essonne (91)";"Guigneville-sur-Essonne";876;"CC du Val d'Essonne";"Gilles LE PAGE";"";"inprogress";"";"";""
"Yvelines (78)";"Les Mesnuls";876;"CC Cur d'Yvelines";"Michel ROUX";"";"callback";"";"";"Lundi à 9h"
"Val-d'Oise (95)";"Avernes";871;"CC du Vexin-Val de Seine";"Nicolas PASTERNAK";"";"todo";"";"";""
"Seine-et-Marne (77)";"Saint-Loup-de-Naud";869;"CC du Provinois";"Christophe POUYES";"syndicat";"done";"Bouygues";"";"CM géré par le SDESM"
"Seine-et-Marne (77)";"Misy-sur-Yonne";868;"CA Roissy Pays de France";"Sébastien BORG";"";"inprogress";"";"";"14H"
"Seine-et-Marne (77)";"Ury";864;"CA du Pays de Fontainebleau";"Jean-Philippe POMMERET";"";"done";"SPIE";"";"CM "
"Val-d'Oise (95)";"Villiers-Adam";858;"CC Carnelle Pays-de-France";"Vincent BARRAILLER";"";"todo";"";"";""
"Seine-et-Marne (77)";"Maison-Rouge";858;"CC Brie des Rivières et Châteaux";"Pierre CAUMARTIN";"syndicat";"done";"";"";"SDESM"
"Yvelines (78)";"Neauphlette";856;"CC Portes de l'Île-de-France";"Jean-Luc KOKELKA";"";"done";"VIALUM";"";""
"Yvelines (78)";"Villiers-le-Mahieu";856;"CC Cur d'Yvelines";"Patrick BOURDEAUX";"";"callback";"";"";"Lundi à 10h"
"Seine-et-Marne (77)";"Les Ormes-sur-Voulzie";855;"CC du Provinois";"Yannick MAURY";"";"inprogress";"";"";"8h30"
"Val-d'Oise (95)";"Aincourt";854;"CC du Vexin-Val de Seine";"Jean-Bernard TECHER";"";"todo";"";"";""
"Essonne (91)";"Dannemois";854;"CC des Deux Vallées";"Richard Heysen";"";"inprogress";"";"";""
"Yvelines (78)";"Vert";851;"CU Grand Paris Seine et Oise";"Jocelyne REYNAUD-LEGER";"";"done";"GPSEO";"";""
"Val-d'Oise (95)";"Vétheuil";849;"CC du Vexin-Val de Seine";"Dominique HERPIN-POUMENAT";"";"todo";"";"";""
"Seine-et-Marne (77)";"Pécy";846;"CC Brie Nangissienne";"Charles-Alexandre CARON DE FROMENTEL";"syndicat";"done";"Eiffage Energie";"";"Oui par le SDESM et un EPCI"
"Yvelines (78)";"Prunay-en-Yvelines";841;"CA Rambouillet Territoires";"Jean-Louis CHAPART";"";"done";"QUECKENBORN";"";""
"Yvelines (78)";"Clairefontaine-en-Yvelines";840;"CA Rambouillet Territoires";"Fabien DAURAT";"";"done";"QUECKENBORN";"";""
"Seine-et-Marne (77)";"Saint-Ouen-en-Brie";833;"CC Brie Nangissienne";"Yannick GUILLO";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Soisy-Bouy";832;"CC du Provinois";"Jean-Patrick SOTTIEZ";"syndicat";"done";"ENEDIS";"";"CM AVEC LE SDESM"
"Seine-et-Marne (77)";"Chaintreaux";831;"CC Pays de Nemours";"Lisa MORETTI";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Rampillon";831;"CC du Provinois";"Sébastien COUPAS";"commune";"done";"EIFFAGE SUCCÉDANT À SPIE";"";"CM AVEC LE SDESM"
"Seine-et-Marne (77)";"Ville-Saint-Jacques";828;"CC Moret Seine et Loing";"Philippe PERADON";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Boutigny";825;"CA Coulommiers Pays de Brie";"Vincent MENOT";"commune";"done";"EDF";"";"CM "
"Yvelines (78)";"La Celle-les-Bordes";825;"CA Rambouillet Territoires";"Hugues SAISY";"";"callback";"";"";"rappeler à 14h"
"Seine-et-Marne (77)";"Étrépilly";822;"CC Pays de Montereau";"Bernadette BEAUVAIS";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Compans";820;"CA Roissy Pays de France";"Joël MARION";"";"inprogress";"";"MAIL ";"13H30"
"Seine-et-Marne (77)";"Reuil-en-Brie";816;"CC des Deux Morin";"Dominique RENERD";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"La Genevraye";814;"CC Brie Nangissienne";"Agnes DUCREUX";"";"inprogress";"";"";"SDESM"
"Essonne (91)";"Guillerval";813;"CA Étampois Sud-Essonne";"Georges BONTEMPS";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Amillis";811;"CA Coulommiers Pays de Brie";"Pascale TASD'HOMME";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Champeaux";810;"CC Brie des Rivières et Châteaux";"Yves LAGÜES-BAGET";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Saint-Brice";810;"CC du Provinois";"Marie-Pierre MOTHRÉ";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Gressy";800;"CC Bassée-Montois";"Jean-Claude GENIES";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Isles-les-Meldeuses";799;"CC Gâtinais Val de Loing";"Frederic MAAS";"";"inprogress";"";"";""
"Yvelines (78)";"Lainville-en-Vexin";797;"CU Grand Paris Seine et Oise";"Patrick VANDEZANDE";"";"done";"GPSEO";"";""
"Seine-et-Marne (77)";"Dormelles";790;"CC Bassée-Montois";"Pascal VERRIELE";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Machault";786;"CC des Deux Morin";"Christian POTEAU";"syndicat";"done";"EIFFAGE";"";"CM AVEC LE SDESM"
"Seine-et-Marne (77)";"Précy-sur-Marne";779;"CA Marne et Gondoire";"Christine AUGRY";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Villaines-sous-Bois";778;"CC Carnelle Pays-de-France";"Patrice ROBIN";"";"todo";"";"";""
"Seine-et-Marne (77)";"Poligny";778;"CC Pays de Nemours";"Gérard GENEVIÈVE";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Villemer";778;"CC Moret Seine et Loing";"Franck BEAUFRETON";"";"inprogress";"";"";""
"Yvelines (78)";"Marcq";778;"CC Cur d'Yvelines";"Magali MEJEAN";"";"done";"EDF";"";""
"Yvelines (78)";"Jambville";777;"CU Grand Paris Seine et Oise";"Jean-Marie RIPART";"";"done";"GPSEO";"";""
"Seine-et-Marne (77)";"Blandy";775;"CC Brie des Rivières et Châteaux";"Patrice MOTTÉ";"agglo";"done";"EIFFAGE ENERGIE";"";"CM VIA LE SDESM"
"Seine-et-Marne (77)";"Bellot";774;"CC des Deux Morin";"Christine REIGNOUX";"syndicat";"done";"SDESM";"";"Syndicat d'énergie qui s'occupe tout : SDESM"
"Seine-et-Marne (77)";"Lesches";772;"CA Coulommiers Pays de Brie";"Nicolas LECLERE";"";"inprogress";"";"";""
"Yvelines (78)";"Évecquemont";771;"CU Grand Paris Seine et Oise";"Christophe NICOLAS";"";"done";"GPSEO";"";""
"Val-d'Oise (95)";"Piscop";768;"CA Plaine Vallée";"Sandrine DRUON-RIOT";"";"todo";"";"";""
"Seine-et-Marne (77)";"Poincy";764;"CA du Pays de Meaux";"Daniel BERTHELIN";"";"inprogress";"";"";""
"Yvelines (78)";"Breuil-Bois-Robert";763;"CC Portes de l'Île-de-France";"Bernard MOISAN";"";"done";"GPSEO";"";""
"Essonne (91)";"Gironville-sur-Essonne";762;"CC des Deux Vallées";"Alain JOYEZ";"";"inprogress";"";"";""
"Essonne (91)";"Villeconin";757;"CC du Pays de Limours";"Jean-Marc FOUCHER";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Nerville-la-Forêt";756;"CC Carnelle Pays-de-France";"Philippe VAN HYFTE";"";"todo";"";"";""
"Yvelines (78)";"La Boissière-École";754;"CC du Pays Houdanais";"Anne-Françoise GAILLOT";"";"done";"EDEF GRDF";"";""
"Seine-et-Marne (77)";"Chalmaison";753;"CC Brie Nangissienne";"Latévi LAWSON";"syndicat";"done";"SDESM";"";""
"Seine-et-Marne (77)";"Buthiers";749;"CA du Pays de Fontainebleau";"Christophe CHAMOREAU";"commune";"done";"INEDIS";"";""
"Seine-et-Marne (77)";"Sablonnières";745;"CA Coulommiers Pays de Brie";"Frédérique DEMAISON";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Saint-Germain-Laxis";741;"CC Brie des Rivières et Châteaux";"Valérie PRZYSIECKI";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Mareil-en-France";734;"CA Plaine Vallée";"Jean-Marc CAMPIN";"";"todo";"";"";""
"Seine-et-Marne (77)";"Saint-Martin-en-Bière";734;"CA du Pays de Fontainebleau";"Véronique FÉMÉNIA";"";"inprogress";"";"";""
"Yvelines (78)";"Notre-Dame-de-la-Mer";734;"CC Portes de l'Île-de-France";"Jean-Luc MAILLOC";"";"done";"RAOULT";"";""
"Seine-et-Marne (77)";"Le Vaudoué";732;"CA du Pays de Fontainebleau";"Michel CALMY";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Champdeuil";731;"CC Brie des Rivières et Châteaux";"Eric GERMAIN";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"La Brosse-Montceaux";730;"CC Pays de Montereau";"Alain DEMELUN";"commune";"done";"HELP";"";"CM DE 4 ANS AVEC L'AIDE DU SDESM"
"Essonne (91)";"Mondeville";729;"CC du Val d'Essonne";"Stéphane GRENAULT";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Bougligny";722;"CC Gâtinais Val de Loing";"Sandra TIMBERT";"syndicat";"done";"SOMELEC";"";"CM AVEC LE SDESM"
"Seine-et-Marne (77)";"Villecerf";722;"CC Moret Seine et Loing";"Mélanie LAMOTTE";"syndicat";"done";"SATELEC";"";"CM avec le SDESM"
"Essonne (91)";"Écharcon";720;"CC du Val d'Essonne";"Olivier PESCE";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Montgé-en-Goële";720;"CC Plaines et Monts de France";"Pascal HIRAUX";"commune";"done";"BIR";"";"CM "
"Val-d'Oise (95)";"Nucourt";719;"CC du Vexin-Val de Seine";"Ghislaine JOURNÉE";"";"todo";"";"";""
"Seine-et-Marne (77)";"Larchant";713;"CA Marne et Gondoire";"Jean-Luc GREGOIRE";"syndicat";"done";"SOMELEC";"";"CM DE 3 ANS AVEC LE SDESM"
"Yvelines (78)";"Soindres";713;"CU Grand Paris Seine et Oise";"Jacky LAVIGOGNE";"";"done";"GPSEO";"";""
"Seine-et-Marne (77)";"Châtres";711;"CC Val Briard";"Herminia BENOTMANE";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Grisy-les-Plâtres";709;"CC du Vexin-Val de Seine";"Catherine CARPENTIER";"";"todo";"";"";""
"Yvelines (78)";"Jeufosse";707;"";"Jean-Luc MAILLOC";"";"done";"RAOULT";"";""
"Seine-et-Marne (77)";"Gastins";703;"CC Pays de Nemours";"Arnaud POMMIER";"syndicat";"done";"EIFFAGE ENERGIE";"";"CM 3 ANS APRES 2027 AVEC SDESM"
"Seine-et-Marne (77)";"Bussy-Saint-Martin";702;"CA Marne et Gondoire";"Patrick AUVRELE";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Villeroy";699;"CC Plaines et Monts de France";"Benoît CODRON";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Méry-sur-Marne";696;"CC du Provinois";"Sami SEDDIK";"";"inprogress";"";"";""
"Yvelines (78)";"Ponthévrard";696;"CA Rambouillet Territoires";"Nathalia BRICAUD";"";"refused";"";"";""
"Essonne (91)";"Boissy-le-Sec";693;"CA Étampois Sud-Essonne";"PATRICE KOPACZ";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Nanteau-sur-Lunain";689;"CC Pays de Nemours";"Jean-François GUIMARD";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Trilbardou";684;"CA Roissy Pays de France";"Romuald JALA";"";"inprogress";"";"";""
"Yvelines (78)";"Mousseaux-sur-Seine";684;"CU Grand Paris Seine et Oise";"Gérard OURS-PRISBIL";"";"done";"GPSEO";"";""
"Seine-et-Marne (77)";"Jablines";683;"CC Plaines et Monts de France";"Virgine BAIRE";"commune";"done";"BIR";"CM";""
"Yvelines (78)";"Brueil-en-Vexin";683;"CU Grand Paris Seine et Oise";"Antoine WESTELYNCK";"";"done";"GPSEO";"";""
"Seine-et-Marne (77)";"Vendrest";682;"CC du Pays de l'Ourcq";"Jean-Denis LIMOSIN";"";"inprogress";"";"";""
"Essonne (91)";"Saint-Aubin";681;"CA Communauté Paris-Saclay";"Pierre-Alexandre MOURET";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Sainte-Aulde";678;"CC des Deux Morin";"Marie-Noëlle STANISLAS";"";"inprogress";"";"";""
"Yvelines (78)";"Saint-Martin-de-Bréthencourt";678;"CC du Pays Houdanais";"Jacky DRAPPIER";"";"done";"PRUNEVIEILLE";"";""
"Yvelines (78)";"Gaillon-sur-Montcient";677;"CU Grand Paris Seine et Oise";"Véronique PIPEAU";"";"done";"GPSEO";"";""
"Yvelines (78)";"Bazoches-sur-Guyonne";674;"CC Cur d'Yvelines";"Dominique NICCO";"";"done";"NON COMMUNIQUÉ";"";""
"Seine-et-Marne (77)";"Chalautre-la-Grande";671;"CC du Provinois";"Marc JACOB";"";"callback";"";"CM";""
"Seine-et-Marne (77)";"La Croix-en-Brie";663;"CC Brie des Rivières et Châteaux";"Damien QUESNEL";"commune";"done";"EIFFAGE ENERGIE";"";"CM "
"Seine-et-Marne (77)";"Mousseaux-lès-Bray";661;"CC Bassée-Montois";"Francis FLAMEY";"syndicat";"done";"HELP";"";"CM 3-5 ANS QUI VIENT D'ETRE RENOUVELLÉ AVEC LE SDESM"
"Seine-et-Marne (77)";"Villiers-sous-Grez";661;"CC Pays de Nemours";"Christine GROETZINGER";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Orly-sur-Morin";660;"CA Coulommiers Pays de Brie";"Lionel LEGROS";"";"inprogress";"";"";""
"Yvelines (78)";"La Villeneuve-en-Chevrie";660;"CC Portes de l'Île-de-France";"Jean-Luc LEKEUX";"";"callback";"MAIL ENVOYÉ";"";"rappeler à 16h30"
"Val-d'Oise (95)";"Santeuil";658;"CC du Vexin-Val de Seine";"Florent AMBROSINO";"";"todo";"";"";""
"Essonne (91)";"Bouville";658;"CA Étampois Sud-Essonne";"Julie PERINUCCI";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Bannost-Villegagnon";658;"CC du Provinois";"Alexandre DE MEULENAERE";"";"inprogress";"";"";""
"Yvelines (78)";"Perdreauville";658;"CU Grand Paris Seine et Oise";"Pascal POYER";"";"done";"GPSEO";"";""
"Seine-et-Marne (77)";"Saint-Martin-des-Champs";657;"CC du Pays de l'Ourcq";"Philippe SALAÜN";"";"inprogress";"";"";"17h"
"Seine-et-Marne (77)";"Fleury-en-Bière";656;"CC Gâtinais Val de Loing";"Gilles DAUMAS";"syndicat";"done";"SPIE";"";"CM PAR SDESM"
"Seine-et-Marne (77)";"Quiers";656;"CC Brie des Rivières et Châteaux";"Davy BRUN";"";"inprogress";"";"";""
"Yvelines (78)";"Auffreville-Brasseuil";655;"CC Portes de l'Île-de-France";"Laetitia FAYOLLE";"";"callback";"MAIL ENVOYÉ";"";"rappeler à 14h"
"Yvelines (78)";"Adainville";647;"CC du Pays Houdanais";"Jean-Marc RAIMONDO";"";"done";"PF LIGHTING";"";""
"Val-d'Oise (95)";"Commeny";646;"CC du Vexin-Val de Seine";"Damien RADET";"";"todo";"";"";""
"Essonne (91)";"Janvry";643;"CC du Pays de Limours";"Christian SCHOETTL";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Thoury-Férottes";643;"CC Gâtinais Val de Loing";"Yves ROY";"";"inprogress";"";"";""
"Yvelines (78)";"Lommoye";643;"CC Portes de l'Île-de-France";"Didier VAN DAMME";"";"callback";"MAIL ENVOYÉ";"";"rappeler à 18h"
"Val-d'Oise (95)";"Labbeville";641;"CC Sausseron Impressionnistes";"Alain DEVILLEBICHOT";"";"todo";"";"";""
"Seine-et-Marne (77)";"Jossigny";641;"CC Bassée-Montois";"Patrick MAILLARD";"";"inprogress";"";"";""
"Yvelines (78)";"Mittainville";641;"CA Rambouillet Territoires";"Corinne ROSTAN";"";"done";"PF LIGHTING";"";""
"Yvelines (78)";"Gommecourt";639;"CU Grand Paris Seine et Oise";"Patrick HEROUIN";"";"done";"GPSEO";"";""
"Yvelines (78)";"Autouillet";636;"CC Cur d'Yvelines";"Timothée SITKO";"";"done";"SOCIETE SES";"";""
"Yvelines (78)";"Goussonville";636;"CU Grand Paris Seine et Oise";"Fabrice LEPINTE";"";"done";"GPSEO";"";""
"Seine-et-Marne (77)";"Verdelot";634;"CA Coulommiers Pays de Brie";"André PARRUITTE";"";"inprogress";"";"";""
"Essonne (91)";"Boullay-les-Troux";632;"CC du Pays de Limours";"Hugues-Alexandre ROUSSEAU";"";"inprogress";"";"";""
"Yvelines (78)";"Boissy-Mauvoisin";632;"CC Portes de l'Île-de-France";"Alain GAGNE";"";"inprogress";"MAIL ENVOYÉ";"";"J'ATTEND LA RÉPONSE"
"Val-d'Oise (95)";"Chaussy";631;"CC du Vexin-Val de Seine";"Michaël ROLLOIS";"";"todo";"";"";""
"Essonne (91)";"Mérobert";630;"CA Étampois Sud-Essonne";"Alain MARTIN";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Villeneuve-sous-Dammartin";628;"CA Roissy Pays de France";"Isabelle GAUTIER";"";"inprogress";"";"";"CARTF"
"Yvelines (78)";"Guitrancourt";628;"CU Grand Paris Seine et Oise";"Nicolas REGNAULT";"";"done";"GPSEO";"";""
